iso3;location;region;hrp_location;indicator_name;indicator_source;indicator_id;date;alert_level;value;plot;map;plot2;other_images;summary_long;summary_short;summary_source;hdx_url;source_url;other_urls;further_information;campaign_url;campaign_date;signals_version
MRT;Mauritania;Middle East and North Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2017-08-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/5121d0ad-72b1-b513-8f2d-6fdaabd0245e.png;;;;As of August 2017, the country has experienced some dry conditions in July and early August, which led to a delayed start of the season for crop and rangeland vegetation at the border with Senegal. However, rainfall improved in late August, potentially alleviating some of the adverse effects of the earlier dry period. Over the preceding six months, the country had not been classified as a hotspot according to the ASAP analysis.;Late August rain boosts crops, rangeland after earlier dry conditions.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLfk#MRT;2017-08-11;0.1.0
MRT;Mauritania;Middle East and North Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2017-11-11;High concern;2;https://mcusercontent.com/ea3f905d50ea939780139789d/images/969d1ab3-573c-59d3-8bed-418d5b4f48aa.png;;;;As of November 2017, Mauritania is experiencing severe drought conditions across its southern regions. This situation has been worsening since July, with dry conditions causing significant delays in crop and rangeland vegetation growth. Despite some rainfall in late August and October, the pastoral vegetation remains very dry. The ongoing drought has forced early seasonal migration of pastoralists to Senegal and Mali, well before the usual time, due to depleted pastoral land and surface water. This has severely reduced their purchasing power and led to rapidly deteriorating food security conditions, exacerbating the crisis in these areas.;Severe drought triggers early migration, worsening food security and economic crisis.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLhY#MRT;2017-11-11;0.1.0
MRT;Mauritania;Middle East and North Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2018-08-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/f10a6c6f-e371-f2ee-76a9-0464d430f726.png;;;;As of August 2018, the country is experiencing mixed drought conditions. Early in the year, from February to June, the country was not identified as a hotspot for drought, indicating stable conditions. However, starting from July, there were signs of deteriorating pastoral conditions, particularly in the south west due to below-average cumulated rainfall. By August, despite receiving close to average rainfall in mid-August, the seasonal rainfall only reached about 50% of the average. Consequently, while crop conditions for mostly irrigated crops are reportedly close to average, the pastoral vegetation conditions remain below the seasonal average, especially in the western regions of Brakna and Trarza.;Deteriorating pastoral conditions affect southwest, despite near-average mid-August rainfall.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLp6#MRT;2018-08-11;0.1.0
MRT;Mauritania;Middle East and North Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-08-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/888973ac-375d-97af-4b51-96ee391c20b8.png;;;;"As of August 2019, the country is experiencing severe drought conditions, compounded by a significant rainfall deficit since mid-July. The southern part of the country received less than 50% of its seasonal rainfall by August 20, and temperatures have been higher than usual. This has led to evident negative impacts on crop and rangeland vegetation, with a high likelihood of poor yields and crop failures. Pastoral vegetation has also been adversely affected, showing signs of rapid depletion, particularly with impending seasonal animal migrations from neighboring Mali. Despite some rainfall arriving in the last dekad of August, the late onset is expected to negatively impact overall crop production.

From February to June 2019, the country was not considered a hotspot for drought according to ASAP analyses. However, conditions have drastically worsened in July and August, transitioning from a period of normalcy to severe drought impacts.";Severe drought and high temperatures devastate crops, threaten pastoral lands.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;http://www.cridem.org/C_Info.php?article=726407;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""http://www.cridem.org/C_Info.php?article=726407"" title=""Link: http://www.cridem.org/C_Info.php?article=726407"">http://www.cridem.org/C_Info.php?article=726407</a> </li></ol></p>";http://eepurl.com/iRHLwI#MRT;2019-08-11;0.1.0
MWI;Malawi;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2017-12-21;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/ddd4c586-2817-5434-5ad0-375b14e329cf.png;;;;As of December 2017, despite not being a hotspot country for most of the past six months, recent conditions have worsened. November and December have seen abundant rainfall, resulting in flooding of cropped areas. Additionally, up to 80% of the country's maize areas are now affected by fall armyworm. This sudden change in conditions marks a significant shift from earlier months.;Flooding and fall armyworm devastate maize crops, worsening recent conditions.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLiM#MWI;2017-12-21;0.1.0
MWI;Malawi;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-03-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/71f4baa1-b708-eba1-7b45-20edb8d95a8a.png;;;;"As of March 2019, the country is experiencing significant challenges due to heavy rainfall and flooding associated with Cyclone Idai. The Southern and parts of the Central region have been particularly impacted, with substantial crop losses and diminished production outlooks, especially in Nsanje district where an estimated 50% of crops have been lost. 

This comes after a period of generally favorable conditions. Between November 2018 and February 2019, the country received above-average rainfall, improving crop and rangeland conditions and replenishing water sources, which bolstered crop production potential. While these conditions initially led to good vegetation and an above-average maize production forecast, the recent extreme weather events have disrupted agricultural activities in the most impacted areas.";Cyclone Idai's heavy rains, floods slash crop yields, threaten food security.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;https://reliefweb.int/organization/msf;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://reliefweb.int/organization/msf"" title=""Link: https://reliefweb.int/organization/msf"">Médecins Sans Frontières</a> </li></ol></p>";http://eepurl.com/iRHLtU#MWI;2019-03-11;0.1.0
MWI;Malawi;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2022-01-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/edd7cf12-8ec5-0f67-0adc-e1694e44daf6.png;;;;As of January 2022, the country is experiencing significant challenges due to severe rainfall deficits and above-average temperatures, causing poor crop and rangeland conditions, especially in the Northern, Central, and Southern regions. This situation is a stark contrast to the favorable conditions of the 2020/2021 agricultural season, which saw a 30% increase in cereal production. Now, a large portion of active crop areas is plagued by a greenness anomaly. The prospect for the 2022 cereal harvest is grim, with predictions indicating below-average yields due to the dry forecast for February and March, critical months for crop development. Additionally, Tropical Storm Ana has exacerbated the situation, causing widespread flooding in the southern and central regions and damaging approximately 34,895 hectares of cropland, leading to a state of disaster in the affected districts.;Severe drought and flooding devastate crops, predicting poor 2022 cereal harvest.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://floodlist.com/africa/madagascar-mozambique-malawi-tropical-storm-ana-update-january-2022; https://fews.net/southern-africa/malawi/key-message-update/january-2022; https://erccportal.jrc.ec.europa.eu/ECHO-Products/Echo-Flash#/search?fuzzySearch=true&query=malawi&searchIntoType=echo-flash; https://adam-project-prod.s3-eu-west-1.amazonaws.com/adam_fl/event/20220128/ADAM_MOZ_FloodReport_20220128.pdf";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://floodlist.com/africa/madagascar-mozambique-malawi-tropical-storm-ana-update-january-2022"">Floodlist</a> </li><li> <a href=""https://fews.net/southern-africa/malawi/key-message-update/january-2022"">FEWSNET</a> </li><li> <a href=""https://erccportal.jrc.ec.europa.eu/ECHO-Products/Echo-Flash#/search?fuzzySearch=true&amp;query=malawi&amp;searchIntoType=echo-flash"">Echo Flash-26/01</a> </li><li> <a href=""https://adam-project-prod.s3-eu-west-1.amazonaws.com/adam_fl/event/20220128/ADAM_MOZ_FloodReport_20220128.pdf"">WFP</a> </li></ol></p>";http://eepurl.com/iRHLO-/#MWI;2022-01-11;0.1.0
MWI;Malawi;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2023-03-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/d64f77d9-a547-962b-7c40-3b2ab27b5f98.png;;;;"### Summary of Crop-Related Drought Conditions in Malawi

As of March 2023, Malawi's crop and rangeland conditions are reported to be average to above-average, largely due to good rainfall received over the last three months. However, the country has faced significant challenges that may impact overall agricultural productivity. 

**Contextualizing the Recent Past:**
- **October to November 2022:** Land preparation for the 2022/23 cereal cropping season began with a mixed forecast; northern Malawi expected below-average rainfall, while the southern part was forecasted to receive average rainfall.
- **January 2023:** After some early deficits, rainfall became average to above-average across all provinces, aiding crop development. Nonetheless, high prices of agricultural inputs and a reduction in subsidized fertilizer were anticipated to adversely affect crop yields.
- **February 2023:** Despite beneficial rain improving crop conditions, heavy rainfall caused flooding, particularly in Blantyre City, and the country faced its worst cholera outbreak on record.

**Current Situation (March 2023):**
The latest data suggest that although crops and rangelands are in good condition due to favorable rainfall, there are several pressing issues:
- Expected maize production is slightly below last year's levels and the five-year average.
- Tropical Cyclone Freddy induced severe flooding in mid-March, displacing over 563,000 people and damaging or washing away approximately 34,517 hectares of cropland.
- Impact from reduced fertilizer access and flood-induced damage may lead to lower-than-expected agricultural production, pending further assessments.

Overall, while the rainfall has benefited crop conditions, ongoing challenges such as flood damage and limited access to agricultural inputs present significant risks to Malawi's agricultural output for the current season.";Cyclone, floods, fertilizer struggles threaten agricultural yields despite favorable rainfall.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://fews.net/southern-africa/malawi/key-message-update/january-2023; https://reliefweb.int/report/malawi/malawi-tropical-cyclone-freddy-department-disaster-management-affairs-dodma-situation-report-no-8-21-22-march-2023; https://fews.net/southern-africa/malawi/key-message-update/january-2023";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://fews.net/southern-africa/malawi/key-message-update/january-2023"">FEWSNET</a> </li><li> <a href=""https://reliefweb.int/report/malawi/malawi-tropical-cyclone-freddy-department-disaster-management-affairs-dodma-situation-report-no-8-21-22-march-2023"">Govt.Malawi (Situation Report No 8, as of 21-22/03)</a> </li><li> <a href=""https://fews.net/southern-africa/malawi/key-message-update/january-2023"">FEWSNET</a> </li></ol></p>";http://eepurl.com/iRHLZk#MWI;2023-03-11;0.1.0
MWI;Malawi;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2024-01-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/3d62fd8b-a62e-64a1-069a-aaeb764afb22.png;;;;"**January 2024 Summary:**

**Current Situation:** As of mid-January, cumulative rainfall has been average to above-average, aiding farming activities and pasture availability. However, earlier conditions between early November and mid-December were quite adverse, with rainfall 55% below-average and above-average temperatures in Central and Southern regions, resulting in below-average crop conditions affecting 40%-45% of the active crop area. In contrast, the Northern region has seen close to average crop conditions due to receiving adequate rainfall.

**Economic Impact:** The economic environment in Malawi is deteriorating, marked by high inflation and a shortage of foreign exchange. Households are struggling to access food and basic non-food commodities. Fertilizer prices have surged by 20%-40%, hindering preparations for the 2023/24 agricultural season and potentially compromising future production.

**Future Outlook:** Heavy rainfall has led to significant flooding, causing casualties and damage. The Copernicus C3S Multimodel forecast suggests below-average rainfall for February-April 2024 across the entire country, underlining the need to closely monitor the evolving situation in the upcoming months.";Heavy mid-January rainfall aids farming, but flooding and inflation persist.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://fews.net/southern-africa/malawi/food-security-outlook-update/december-2023; https://erccportal.jrc.ec.europa.eu/ECHO-Products/Echo-Flash#/echo-flash-items?pageIndex=1&pageSize=10&st=Published&c=MWI; https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php?sfreg=africa";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://fews.net/southern-africa/malawi/food-security-outlook-update/december-2023"">FEWSNET (December 2023)</a> </li><li> <a href=""https://erccportal.jrc.ec.europa.eu/ECHO-Products/Echo-Flash#/echo-flash-items?pageIndex=1&amp;pageSize=10&amp;st=Published&amp;c=MWI"">ECHO (Daily Flash - 19/01)</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/seasonal_forecast.php?sfreg=africa"">Copernicus C3S Multimodel seasonal rainfall forecast</a> </li></ol></p>";http://eepurl.com/iRHL6Y#MWI;2024-01-11;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2016-11-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/3e43ecaa-214a-0c15-9839-0159af42320e.png;;;;As of the latest month provided, November 2016, the start of the season in the North East (Kavango provinces) is experiencing a clear rainfall deficit, potentially signaling the onset of drought conditions. This situation warrants close monitoring in the coming weeks to assess the impact on crop production. In October 2016, the country was not considered a hotspot according to the latest ASAP (Agricultural Stress Index System) analysis, indicating that significant drought conditions were not previously present.;Northeast provinces face rainfall deficit, signaling potential drought concerns.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHK9-/#NAM;2016-11-11;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2018-01-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/abeb23b9-b22e-d8c7-7753-3d1d41e8852b.png;;;;As of January 2018, northern Namibia has been experiencing below-average rainfall since mid-November 2017. This has led to below-average crop and rangeland vegetation conditions in certain regions: Oshikoto and Omusati for crops, and Erongo and Khomas for pasture. This marks a significant shift as the country was not identified as a hotspot for drought conditions in the preceding six months, from July to December 2017.;Northern regions facing poor crops and pasture due to low rainfall.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLjI#NAM;2018-01-11;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2018-12-21;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/53ca0919-1440-3155-53f0-45aea05ed918.png;;;;As of December 2018, Namibia faces severe drought conditions in the northern part of the country. Crop and pastoral conditions are significantly below average, with regions such as Otjozondjupa, Omaheke, and Khomas experiencing up to 90% less rainfall than the average over the past 30 days. Additionally, temperatures have been 3-5 degrees Celsius above normal. This follows earlier reports indicating rainfall deficits affecting rangeland conditions in Erongo, Hardap, and Karas regions and significant rainfall shortages in the north-eastern regions in November. Despite a relatively favorable season leading to a 35% increase in national cereal production earlier in the year, the persistent lack of rainfall and high temperatures starting again in November have led to deteriorating conditions by December.;"Severe drought impacts crops, pastures; temperatures rise, rainfall 90% below average.";the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLs2#NAM;2018-12-21;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-05-11;High concern;2;https://mcusercontent.com/ea3f905d50ea939780139789d/images/d7166398-e700-6d67-154a-9da5595c9b8a.png;;;;"As of May 2019, Namibia is grappling with severe drought conditions that have prompted the government to declare a state of emergency. The persistent and significant rainfall deficits throughout the 2018/2019 agricultural season, combined with above-average temperatures, have created dire circumstances for both crop and pastoral areas across the country. 

Crop growing regions, such as Omusati, Oshikoto, and Ohangwena, received only 30-45% of average rainfall from November 2018 to April 2019, resulting in notably diminished cereal production. Overall cereal production is estimated to be around 71,400 tons for the season, marking a drastic 53% decline from the previous season. For various cereals like maize in Zambezi, Kavango West and Kavango East, millet, and sorghum, production is expected to drop by 78%, 68%, and 86% respectively below average levels.

Pastoral regions experienced similar hardship, with regions such as Hardap and Kunene receiving only 15% of average cumulative rainfall, and Otjozondjupa, Omaheke, and Khomas obtaining just 25-30%. Rangeland conditions in the north-western, western, and southern parts of the country are especially poor, continuing a trend of drought from the previous season. These conditions have led to below-average biomass productivity and substantial livestock mortality, with over 63,700 animal deaths reported due to inadequate grazing conditions.

In summary, severe drought conditions exacerbated by prolonged dry spells and high temperatures have led to critically low crop production and worsened pastoral conditions, significantly impacting both agricultural output and livestock survival in Namibia.";Severe drought slashes crop yields and causes extensive livestock deaths.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;https://reliefweb.int/sites/reliefweb.int/files/resources/WFP-0000105209.pdf;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://reliefweb.int/sites/reliefweb.int/files/resources/WFP-0000105209.pdf"">WFP Southern Africa Seasonal Update</a> </li></ol></p>";http://eepurl.com/iRHLuA#NAM;2019-05-11;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-11-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/dbc94e12-df75-a93b-22a2-7e96d79955e5.png;;;;As of November 2019, Namibia continues to experience challenging agricultural conditions, characterized by mid-month rainfall deficits and above-average temperatures in pastoral areas in the north. Recent reports indicate an unusually high number of drought-related livestock deaths in northern Namibia. Although average to above-average precipitation is predicted for the last two months of 2019, the start of the season for northern cereal-producing regions has faced mixed rainfall patterns, with good rains early in November but insufficient amounts subsequently. Effective rainfall is crucial for planting and crop development, necessitating close monitoring in the coming weeks to ensure a positive outlook for the season.;Northern regions face high livestock deaths amid erratic rainfall, heat stress.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;https://reliefweb.int/sites/reliefweb.int/files/resources/SADC%20Agromet%20Update%20Issue-01%20-%202019-2020.pdf;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://reliefweb.int/sites/reliefweb.int/files/resources/SADC%20Agromet%20Update%20Issue-01%20-%202019-2020.pdf"">SADC_Agromet Update-Issue 01</a> </li></ol></p>";http://eepurl.com/iRHLzE#NAM;2019-11-11;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2021-01-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/794e8284-8b69-fd88-9382-a0780c39f8bd.png;;;;"### Summary of Crop-Related Drought Conditions as of January 2021

As of January 2021, Namibia's agricultural sector faces multiple challenges. The pastoral areas in the northeastern regions, especially Kunene, Omusati, and Erongo, are experiencing poor biomass conditions. These regions have significant portions of their rangeland area affected by greenness anomalies, indicating below-average pasture growth despite some good rainfall at the end of December and beginning of January. However, cumulative rainfall since the start of the season remains below average.

**Notable Issues:**
1. **Rangelands:** Kunene has about 85% of its rangeland area affected, Omusati about 50%, and Erongo approximately 45%.
2. **Crop Conditions:** Omusati is showing below-average crop conditions, with a reduction in vegetation activity.
3. **Locust Invasion:** The African migratory locust has damaged 50,000 hectares of croplands in the Zambezi region.
4. **Flooding:** Heavy rainfall in January has led to flooding and flash floods in central and southern regions, particularly affecting Khomas and Karas, with the Fish River banks bursting in Karas.

The country had previously seen beneficial conditions for cereal production, with significant harvests in mid-2020. However, recent months have shown a shift to more adverse conditions, especially impacting rangelands and crop areas. Close monitoring and preventative measures are necessary to manage the ongoing locust threat and the variability in weather conditions.";"Drought affects rangelands, crops; locusts and floods compound agricultural challenges.";the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://agricultural-production-hotspots.ec.europa.eu/s/10b6952e; https://agricultural-production-hotspots.ec.europa.eu/s/98c0590e; https://www.namibian.com.na/98191/read/Locusts-damage-50-000-hectares; https://reliefweb.int/report/namibia/namibia-floods-floodlist-namibia-meteorological-service-echo-daily-flash-14-january; http://floodlist.com/africa/namibia-floods-windhoek-january-2021; http://floodlist.com/africa/namibia-floods-south-january-2021; https://agricultural-production-hotspots.ec.europa.eu/s/de4b7c3f";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://agricultural-production-hotspots.ec.europa.eu/s/10b6952e"">ASAP High-Resolution Viewer</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://agricultural-production-hotspots.ec.europa.eu/s/98c0590e"" title=""Link: https://agricultural-production-hotspots.ec.europa.eu/s/98c0590e"">ASAP High-Resolution Viewer</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.namibian.com.na/98191/read/Locusts-damage-50-000-hectares"">The Namibian</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://reliefweb.int/report/namibia/namibia-floods-floodlist-namibia-meteorological-service-echo-daily-flash-14-january"">Reliefweb</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""http://floodlist.com/africa/namibia-floods-windhoek-january-2021"">Floodlist-13/01</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""http://floodlist.com/africa/namibia-floods-south-january-2021"">Floodlist-07/01</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://agricultural-production-hotspots.ec.europa.eu/s/de4b7c3f"">ASAP High-Resolution Viewer</a> </li></ol></p>";http://eepurl.com/iRHLGA#NAM;2021-01-11;0.1.0
NAM;Namibia;Southern and Eastern Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2022-01-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/bd16fc43-893c-2eb9-a24a-adb62ba7151d.png;;;;"As of January 2022, the country is experiencing significant drought conditions affecting pastoral and cropland areas. In the northeastern and central pastoral regions, particularly Kunene, Omusati, and Khomas, there has been a substantial greenness anomaly with 86%, 46%, and 47% of active rangeland areas affected, respectively, due to rainfall amounts being 60-70% below average since the start of the season. Northern croplands are also struggling, with biomass conditions slightly below average, primarily impacted by rainfall deficits with cumulated amounts being 50-65% below average from November to mid-January. This is a sharp contrast to the favorable conditions in July 2021, where a good cereal output was expected due to conducive rainfall. The situation has dramatically worsened in terms of pastoral and crop conditions despite the country not being classified as a ""hotspot"" in the previous months (August to November 2021). The recent slight improvement in rainfall in Khomas and Erongo has not significantly alleviated the drought impact on pastoral conditions.";"Severe drought impacts pastoral, cropland areas; rainfall 50-70% below average.";the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://agricultural-production-hotspots.ec.europa.eu/s/af03e338; https://agricultural-production-hotspots.ec.europa.eu/s/317dfa1a; https://agricultural-production-hotspots.ec.europa.eu/s/726f0e92; https://agricultural-production-hotspots.ec.europa.eu/s/0aacef6c";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/af03e338"">Kunene</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/317dfa1a"">Omusati</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/726f0e92"">Khomas</a> </li><li> <a href=""https://agricultural-production-hotspots.ec.europa.eu/s/0aacef6c"">ASAP High Resolution Viewer</a> </li></ol></p>";http://eepurl.com/iRHLO-/#NAM;2022-01-11;0.1.0
